transaction_id,account_id,transaction_type,transaction_date,transaction_mode,transaction_amount,remarks,currency
9300,98,Withdrawal,"2025-03-31 18:54:36",Cash,2984.00,"Withdrawal transaction",INR
9301,126,Withdrawal,"2025-06-03 18:54:36",NEFT,88123.00,"Withdrawal transaction",INR
9302,415,Withdrawal,"2025-05-19 18:54:36",Cheque,88022.00,"Withdrawal transaction",INR
9303,224,Transfer,"2025-05-19 18:54:36",NEFT,45690.00,"Transfer transaction",INR
9304,366,Deposit,"2025-08-25 18:54:36",Online,16677.00,"Deposit transaction",INR
9305,74,Transfer,"2025-08-08 18:54:36",Cheque,45744.00,"Transfer transaction",INR
9306,231,Withdrawal,"2026-02-04 18:54:36",Cheque,20987.00,"Withdrawal transaction",INR
9307,191,Transfer,"2025-06-04 18:54:36",ATM,21430.00,"Transfer transaction",INR
9308,112,Withdrawal,"2025-04-07 18:54:36",Cheque,24110.00,"Withdrawal transaction",INR
9309,289,Withdrawal,"2025-10-02 18:54:36",Cash,88572.00,"Withdrawal transaction",INR
9310,254,Loan_payment,"2026-01-03 18:54:36",Cheque,92977.00,"Loan_payment transaction",INR
9311,262,Deposit,"2025-05-29 18:54:36",Cheque,80393.00,"Deposit transaction",INR
9312,388,Transfer,"2025-09-22 18:54:36",Cash,50631.00,"Transfer transaction",INR
9313,270,Withdrawal,"2025-08-10 18:54:36",Cheque,5000.00,"Withdrawal transaction",INR
9314,320,Deposit,"2025-08-15 18:54:36",ATM,28926.00,"Deposit transaction",INR
9315,77,Withdrawal,"2025-08-03 18:54:36",Cash,40923.00,"Withdrawal transaction",INR
9316,36,Loan_payment,"2026-02-06 18:54:36",ATM,81765.00,"Loan_payment transaction",INR
9317,4,Loan_payment,"2025-08-09 18:54:36",Cash,96893.00,"Loan_payment transaction",INR
9318,4,Withdrawal,"2025-07-04 18:54:36",Online,48900.00,"Withdrawal transaction",INR
9319,161,Deposit,"2025-03-09 18:54:36",NEFT,8252.00,"Deposit transaction",INR
9320,377,Loan_payment,"2025-12-10 18:54:36",Cash,71643.00,"Loan_payment transaction",INR
9321,187,Deposit,"2026-02-03 18:54:36",ATM,70310.00,"Deposit transaction",INR
9322,19,Transfer,"2025-10-13 18:54:36",Cash,13342.00,"Transfer transaction",INR
9323,76,Loan_payment,"2025-03-28 18:54:36",ATM,88354.00,"Loan_payment transaction",INR
9324,139,Deposit,"2025-11-05 18:54:36",Cash,684.00,"Deposit transaction",INR
9325,85,Withdrawal,"2025-06-20 18:54:36",NEFT,18396.00,"Withdrawal transaction",INR
9326,235,Transfer,"2025-07-24 18:54:36",Cheque,85050.00,"Transfer transaction",INR
9327,31,Deposit,"2025-07-16 18:54:36",NEFT,68029.00,"Deposit transaction",INR
9328,194,Withdrawal,"2025-06-12 18:54:36",ATM,57475.00,"Withdrawal transaction",INR
9329,227,Loan_payment,"2025-08-15 18:54:36",NEFT,69065.00,"Loan_payment transaction",INR
9330,232,Transfer,"2025-10-10 18:54:36",ATM,27871.00,"Transfer transaction",INR
9331,280,Transfer,"2025-09-27 18:54:36",NEFT,31680.00,"Transfer transaction",INR
9332,211,Withdrawal,"2025-03-18 18:54:36",Online,37430.00,"Withdrawal transaction",INR
9333,338,Deposit,"2025-03-04 18:54:36",ATM,31342.00,"Deposit transaction",INR
9334,323,Loan_payment,"2025-05-19 18:54:36",NEFT,2489.00,"Loan_payment transaction",INR
9335,117,Loan_payment,"2025-09-14 18:54:36",Online,17152.00,"Loan_payment transaction",INR
9336,271,Deposit,"2025-07-11 18:54:36",Cash,99517.00,"Deposit transaction",INR
9337,248,Deposit,"2025-10-20 18:54:36",NEFT,17845.00,"Deposit transaction",INR
9338,356,Deposit,"2025-10-18 18:54:36",Cash,31702.00,"Deposit transaction",INR
9339,181,Transfer,"2025-12-18 18:54:36",ATM,19085.00,"Transfer transaction",INR
9340,399,Transfer,"2025-05-20 18:54:36",Online,31945.00,"Transfer transaction",INR
9341,416,Loan_payment,"2025-05-15 18:54:36",NEFT,76571.00,"Loan_payment transaction",INR
9342,98,Loan_payment,"2025-11-27 18:54:36",Cheque,90195.00,"Loan_payment transaction",INR
9343,44,Deposit,"2025-03-30 18:54:36",ATM,87209.00,"Deposit transaction",INR
9344,248,Loan_payment,"2025-08-01 18:54:36",Online,33827.00,"Loan_payment transaction",INR
9345,160,Withdrawal,"2025-12-06 18:54:36",ATM,29261.00,"Withdrawal transaction",INR
9346,46,Transfer,"2025-11-12 18:54:36",ATM,97390.00,"Transfer transaction",INR
9347,405,Withdrawal,"2025-10-24 18:54:36",Cash,8274.00,"Withdrawal transaction",INR
9348,47,Loan_payment,"2025-12-21 18:54:36",Cash,62878.00,"Loan_payment transaction",INR
9349,182,Withdrawal,"2025-06-19 18:54:36",Cheque,72153.00,"Withdrawal transaction",INR
9350,152,Deposit,"2025-04-26 18:54:36",Cheque,85217.00,"Deposit transaction",INR
9351,108,Transfer,"2025-07-27 18:54:36",Cheque,87000.00,"Transfer transaction",INR
9352,6,Loan_payment,"2026-01-14 18:54:36",Online,40249.00,"Loan_payment transaction",INR
9353,271,Deposit,"2025-06-10 18:54:36",Cash,99581.00,"Deposit transaction",INR
9354,398,Loan_payment,"2026-02-12 18:54:36",ATM,72827.00,"Loan_payment transaction",INR
9355,21,Loan_payment,"2025-07-04 18:54:36",Cash,22275.00,"Loan_payment transaction",INR
9356,335,Withdrawal,"2025-04-02 18:54:36",ATM,17156.00,"Withdrawal transaction",INR
9357,196,Withdrawal,"2025-02-28 18:54:36",Cash,73860.00,"Withdrawal transaction",INR
9358,143,Deposit,"2025-09-28 18:54:36",NEFT,82107.00,"Deposit transaction",INR
9359,62,Transfer,"2025-09-07 18:54:36",ATM,59392.00,"Transfer transaction",INR
9360,337,Deposit,"2025-09-18 18:54:36",ATM,72534.00,"Deposit transaction",INR
9361,271,Deposit,"2025-09-02 18:54:36",ATM,2992.00,"Deposit transaction",INR
9362,365,Transfer,"2025-04-07 18:54:36",Online,3385.00,"Transfer transaction",INR
9363,355,Loan_payment,"2025-12-23 18:54:36",Cheque,69027.00,"Loan_payment transaction",INR
9364,272,Deposit,"2025-04-07 18:54:36",Cheque,82083.00,"Deposit transaction",INR
9365,219,Transfer,"2025-06-17 18:54:36",Cash,5020.00,"Transfer transaction",INR
9366,397,Deposit,"2025-06-29 18:54:36",ATM,77599.00,"Deposit transaction",INR
9367,399,Transfer,"2025-04-26 18:54:36",Cheque,89557.00,"Transfer transaction",INR
9368,28,Withdrawal,"2025-10-31 18:54:36",Cash,91281.00,"Withdrawal transaction",INR
9369,95,Transfer,"2025-02-22 18:54:36",Cheque,26646.00,"Transfer transaction",INR
9370,319,Deposit,"2025-11-26 18:54:36",Cash,89246.00,"Deposit transaction",INR
9371,283,Transfer,"2025-05-05 18:54:36",NEFT,73418.00,"Transfer transaction",INR
9372,47,Transfer,"2025-11-25 18:54:36",Cash,22125.00,"Transfer transaction",INR
9373,348,Deposit,"2025-07-17 18:54:36",Online,50405.00,"Deposit transaction",INR
9374,145,Loan_payment,"2025-08-12 18:54:36",ATM,99407.00,"Loan_payment transaction",INR
9375,239,Loan_payment,"2025-12-27 18:54:36",NEFT,33989.00,"Loan_payment transaction",INR
9376,109,Transfer,"2025-08-10 18:54:36",NEFT,90354.00,"Transfer transaction",INR
9377,314,Loan_payment,"2025-09-01 18:54:36",ATM,22722.00,"Loan_payment transaction",INR
9378,197,Transfer,"2025-05-28 18:54:36",ATM,98801.00,"Transfer transaction",INR
9379,260,Loan_payment,"2025-04-22 18:54:36",ATM,95774.00,"Loan_payment transaction",INR
9380,394,Transfer,"2025-11-28 18:54:36",NEFT,28474.00,"Transfer transaction",INR
9381,57,Transfer,"2025-09-06 18:54:36",Online,2945.00,"Transfer transaction",INR
9382,271,Transfer,"2026-02-05 18:54:36",ATM,92605.00,"Transfer transaction",INR
9383,125,Deposit,"2025-09-01 18:54:36",Online,41521.00,"Deposit transaction",INR
9384,211,Withdrawal,"2025-07-25 18:54:36",Cash,17293.00,"Withdrawal transaction",INR
9385,204,Withdrawal,"2025-10-17 18:54:36",Online,76599.00,"Withdrawal transaction",INR
9386,91,Loan_payment,"2025-08-04 18:54:36",ATM,9784.00,"Loan_payment transaction",INR
9387,115,Deposit,"2025-05-28 18:54:36",NEFT,77857.00,"Deposit transaction",INR
9388,270,Withdrawal,"2025-04-14 18:54:36",Cash,8377.00,"Withdrawal transaction",INR
9389,31,Deposit,"2025-04-22 18:54:36",Online,84994.00,"Deposit transaction",INR
9390,147,Transfer,"2025-10-05 18:54:36",Online,31578.00,"Transfer transaction",INR
9391,38,Transfer,"2025-07-27 18:54:36",ATM,36626.00,"Transfer transaction",INR
9392,359,Transfer,"2025-08-30 18:54:36",Cheque,64801.00,"Transfer transaction",INR
9393,197,Withdrawal,"2025-04-30 18:54:36",Online,97901.00,"Withdrawal transaction",INR
9394,270,Withdrawal,"2025-03-30 18:54:36",NEFT,84951.00,"Withdrawal transaction",INR
9395,225,Transfer,"2025-10-31 18:54:36",Cash,5629.00,"Transfer transaction",INR
9396,139,Loan_payment,"2025-03-31 18:54:36",Cheque,78866.00,"Loan_payment transaction",INR
9397,152,Loan_payment,"2025-10-05 18:54:36",ATM,19821.00,"Loan_payment transaction",INR
9398,178,Loan_payment,"2025-11-29 18:54:36",Cheque,3949.00,"Loan_payment transaction",INR
9399,381,Loan_payment,"2025-11-01 18:54:36",Cash,94479.00,"Loan_payment transaction",INR
9400,134,Transfer,"2025-06-05 18:54:36",Cheque,73712.00,"Transfer transaction",INR
9401,157,Loan_payment,"2025-10-30 18:54:36",ATM,79152.00,"Loan_payment transaction",INR
9402,87,Deposit,"2025-10-24 18:54:36",Cheque,16251.00,"Deposit transaction",INR
9403,195,Transfer,"2025-03-07 18:54:36",NEFT,41219.00,"Transfer transaction",INR
9404,333,Withdrawal,"2026-02-13 18:54:36",ATM,17004.00,"Withdrawal transaction",INR
9405,19,Loan_payment,"2026-01-09 18:54:36",NEFT,21541.00,"Loan_payment transaction",INR
9406,244,Withdrawal,"2025-07-31 18:54:36",NEFT,62459.00,"Withdrawal transaction",INR
9407,395,Transfer,"2025-07-01 18:54:36",Cash,11156.00,"Transfer transaction",INR
9408,294,Deposit,"2025-10-18 18:54:36",ATM,65323.00,"Deposit transaction",INR
9409,159,Transfer,"2025-10-18 18:54:36",ATM,93247.00,"Transfer transaction",INR
9410,130,Loan_payment,"2025-08-14 18:54:36",Cash,58205.00,"Loan_payment transaction",INR
9411,120,Loan_payment,"2025-03-19 18:54:36",Cash,92605.00,"Loan_payment transaction",INR
9412,183,Loan_payment,"2025-12-29 18:54:36",Cheque,45551.00,"Loan_payment transaction",INR
9413,192,Deposit,"2025-11-23 18:54:36",Cash,91214.00,"Deposit transaction",INR
9414,285,Transfer,"2025-03-23 18:54:36",NEFT,73888.00,"Transfer transaction",INR
9415,256,Deposit,"2025-06-21 18:54:36",NEFT,37303.00,"Deposit transaction",INR
9416,193,Withdrawal,"2025-07-08 18:54:36",ATM,35187.00,"Withdrawal transaction",INR
9417,346,Deposit,"2025-04-18 18:54:36",NEFT,33681.00,"Deposit transaction",INR
9418,221,Withdrawal,"2026-01-16 18:54:36",ATM,17382.00,"Withdrawal transaction",INR
9419,40,Loan_payment,"2025-12-20 18:54:36",ATM,24050.00,"Loan_payment transaction",INR
9420,196,Deposit,"2026-01-12 18:54:36",Online,88605.00,"Deposit transaction",INR
9421,70,Withdrawal,"2025-05-20 18:54:36",NEFT,56845.00,"Withdrawal transaction",INR
9422,360,Loan_payment,"2025-09-04 18:54:36",Cheque,10412.00,"Loan_payment transaction",INR
9423,223,Deposit,"2025-05-09 18:54:36",Online,34168.00,"Deposit transaction",INR
9424,267,Transfer,"2025-06-17 18:54:36",Cash,89537.00,"Transfer transaction",INR
9425,56,Loan_payment,"2026-02-05 18:54:36",ATM,67305.00,"Loan_payment transaction",INR
9426,330,Deposit,"2025-12-15 18:54:36",Online,87870.00,"Deposit transaction",INR
9427,212,Transfer,"2025-06-16 18:54:36",Cheque,5004.00,"Transfer transaction",INR
9428,117,Deposit,"2025-11-05 18:54:36",Online,40028.00,"Deposit transaction",INR
9429,317,Transfer,"2026-01-02 18:54:36",NEFT,97275.00,"Transfer transaction",INR
9430,287,Withdrawal,"2025-09-26 18:54:36",Online,8700.00,"Withdrawal transaction",INR
9431,199,Transfer,"2025-05-10 18:54:36",ATM,22722.00,"Transfer transaction",INR
9432,226,Withdrawal,"2025-05-16 18:54:36",ATM,40836.00,"Withdrawal transaction",INR
9433,162,Deposit,"2026-01-08 18:54:36",Cash,68248.00,"Deposit transaction",INR
9434,10,Loan_payment,"2025-06-29 18:54:36",Cheque,80236.00,"Loan_payment transaction",INR
9435,123,Loan_payment,"2025-05-02 18:54:36",Cash,57233.00,"Loan_payment transaction",INR
9436,223,Loan_payment,"2025-02-22 18:54:36",Online,30062.00,"Loan_payment transaction",INR
9437,136,Withdrawal,"2025-09-06 18:54:36",Cash,68471.00,"Withdrawal transaction",INR
9438,313,Loan_payment,"2025-03-01 18:54:36",Cash,42885.00,"Loan_payment transaction",INR
9439,185,Withdrawal,"2025-11-28 18:54:36",ATM,33397.00,"Withdrawal transaction",INR
9440,68,Withdrawal,"2025-07-25 18:54:36",Cash,16429.00,"Withdrawal transaction",INR
9441,207,Transfer,"2025-10-13 18:54:36",Cash,80216.00,"Transfer transaction",INR
9442,71,Transfer,"2026-02-14 18:54:36",Online,82343.00,"Transfer transaction",INR
9443,132,Loan_payment,"2025-02-20 18:54:36",NEFT,57983.00,"Loan_payment transaction",INR
9444,19,Deposit,"2025-11-04 18:54:36",Cash,26873.00,"Deposit transaction",INR
9445,368,Withdrawal,"2025-04-23 18:54:36",Online,58285.00,"Withdrawal transaction",INR
9446,222,Withdrawal,"2025-12-02 18:54:36",ATM,21733.00,"Withdrawal transaction",INR
9447,354,Transfer,"2025-09-05 18:54:36",Cheque,63951.00,"Transfer transaction",INR
9448,174,Transfer,"2025-05-14 18:54:36",Cheque,75234.00,"Transfer transaction",INR
9449,16,Withdrawal,"2025-06-03 18:54:36",Cheque,90696.00,"Withdrawal transaction",INR
9450,140,Loan_payment,"2025-11-22 18:54:36",Cheque,56319.00,"Loan_payment transaction",INR
9451,75,Withdrawal,"2025-11-03 18:54:36",ATM,20568.00,"Withdrawal transaction",INR
9452,85,Deposit,"2025-09-10 18:54:36",ATM,17107.00,"Deposit transaction",INR
9453,123,Deposit,"2025-05-07 18:54:36",Online,18585.00,"Deposit transaction",INR
9454,74,Deposit,"2025-07-11 18:54:36",Online,55180.00,"Deposit transaction",INR
9455,268,Deposit,"2025-04-06 18:54:36",Online,41625.00,"Deposit transaction",INR
9456,391,Transfer,"2025-06-16 18:54:36",Cheque,11660.00,"Transfer transaction",INR
9457,85,Withdrawal,"2025-10-11 18:54:36",Cash,1241.00,"Withdrawal transaction",INR
9458,148,Transfer,"2025-09-23 18:54:36",NEFT,73679.00,"Transfer transaction",INR
9459,183,Transfer,"2025-06-25 18:54:36",Online,1073.00,"Transfer transaction",INR
9460,226,Withdrawal,"2025-11-05 18:54:36",Cash,78025.00,"Withdrawal transaction",INR
9461,140,Deposit,"2025-11-07 18:54:36",Online,84785.00,"Deposit transaction",INR
9462,246,Loan_payment,"2025-08-13 18:54:36",Cash,13487.00,"Loan_payment transaction",INR
9463,185,Deposit,"2025-11-08 18:54:36",Online,69088.00,"Deposit transaction",INR
9464,321,Loan_payment,"2025-10-01 18:54:36",Online,4914.00,"Loan_payment transaction",INR
9465,255,Loan_payment,"2025-12-25 18:54:36",Cheque,93191.00,"Loan_payment transaction",INR
9466,310,Deposit,"2025-10-14 18:54:36",Cash,29163.00,"Deposit transaction",INR
9467,47,Withdrawal,"2025-05-23 18:54:36",Cash,53974.00,"Withdrawal transaction",INR
9468,76,Deposit,"2025-03-20 18:54:36",NEFT,71641.00,"Deposit transaction",INR
9469,228,Withdrawal,"2025-04-06 18:54:36",Cash,1540.00,"Withdrawal transaction",INR
9470,106,Transfer,"2025-02-25 18:54:36",Cash,68240.00,"Transfer transaction",INR
9471,131,Withdrawal,"2025-12-23 18:54:36",ATM,65219.00,"Withdrawal transaction",INR
9472,368,Deposit,"2025-08-09 18:54:36",Cheque,97759.00,"Deposit transaction",INR
9473,356,Deposit,"2025-11-14 18:54:36",Cash,72470.00,"Deposit transaction",INR
9474,12,Loan_payment,"2026-02-07 18:54:36",NEFT,38069.00,"Loan_payment transaction",INR
9475,186,Withdrawal,"2025-10-10 18:54:36",NEFT,17025.00,"Withdrawal transaction",INR
9476,356,Transfer,"2025-07-30 18:54:36",Cash,22415.00,"Transfer transaction",INR
9477,263,Transfer,"2025-11-30 18:54:36",NEFT,51591.00,"Transfer transaction",INR
9478,207,Loan_payment,"2026-01-22 18:54:36",Online,86282.00,"Loan_payment transaction",INR
9479,338,Loan_payment,"2025-04-14 18:54:36",NEFT,86868.00,"Loan_payment transaction",INR
9480,197,Loan_payment,"2025-10-04 18:54:36",Cheque,83738.00,"Loan_payment transaction",INR
9481,342,Transfer,"2025-02-21 18:54:36",NEFT,1750.00,"Transfer transaction",INR
9482,17,Deposit,"2025-07-31 18:54:36",Cash,25797.00,"Deposit transaction",INR
9483,299,Transfer,"2025-05-03 18:54:36",Cheque,96017.00,"Transfer transaction",INR
9484,379,Deposit,"2025-10-29 18:54:36",Cheque,18663.00,"Deposit transaction",INR
9485,156,Loan_payment,"2025-05-17 18:54:36",Cash,98411.00,"Loan_payment transaction",INR
9486,279,Withdrawal,"2025-04-22 18:54:36",Cash,9907.00,"Withdrawal transaction",INR
9487,399,Loan_payment,"2026-01-21 18:54:36",Cash,34352.00,"Loan_payment transaction",INR
9488,6,Withdrawal,"2025-06-26 18:54:36",ATM,85806.00,"Withdrawal transaction",INR
9489,70,Deposit,"2025-05-05 18:54:36",Online,91404.00,"Deposit transaction",INR
9490,49,Loan_payment,"2025-11-25 18:54:36",Online,24552.00,"Loan_payment transaction",INR
9491,186,Withdrawal,"2026-01-07 18:54:36",Online,55471.00,"Withdrawal transaction",INR
9492,40,Transfer,"2025-06-11 18:54:36",Cash,16129.00,"Transfer transaction",INR
9493,124,Withdrawal,"2025-03-25 18:54:36",Cash,43911.00,"Withdrawal transaction",INR
9494,4,Loan_payment,"2025-04-24 18:54:36",NEFT,36547.00,"Loan_payment transaction",INR
9495,233,Deposit,"2025-11-05 18:54:36",Online,36268.00,"Deposit transaction",INR
9496,336,Transfer,"2025-06-28 18:54:36",Cheque,20280.00,"Transfer transaction",INR
9497,149,Withdrawal,"2025-12-11 18:54:36",Cash,88173.00,"Withdrawal transaction",INR
9498,326,Transfer,"2025-11-10 18:54:36",Online,38157.00,"Transfer transaction",INR
9499,243,Loan_payment,"2025-10-26 18:54:36",NEFT,12840.00,"Loan_payment transaction",INR
9500,240,Deposit,"2025-08-25 18:54:36",Online,96314.00,"Deposit transaction",INR
9501,305,Loan_payment,"2026-01-15 18:54:36",Cheque,23958.00,"Loan_payment transaction",INR
9502,333,Withdrawal,"2026-02-12 18:54:36",Cheque,74600.00,"Withdrawal transaction",INR
9503,350,Withdrawal,"2025-12-20 18:54:36",Online,18998.00,"Withdrawal transaction",INR
9504,143,Withdrawal,"2025-04-27 18:54:36",Online,26141.00,"Withdrawal transaction",INR
9505,196,Withdrawal,"2026-01-08 18:54:36",Online,93796.00,"Withdrawal transaction",INR
9506,310,Loan_payment,"2025-11-13 18:54:36",NEFT,41727.00,"Loan_payment transaction",INR
9507,173,Withdrawal,"2025-06-19 18:54:36",Online,30899.00,"Withdrawal transaction",INR
9508,329,Withdrawal,"2025-05-23 18:54:36",Online,96626.00,"Withdrawal transaction",INR
9509,163,Transfer,"2025-08-29 18:54:36",ATM,75065.00,"Transfer transaction",INR
9510,166,Loan_payment,"2025-03-13 18:54:36",Cheque,60426.00,"Loan_payment transaction",INR
9511,336,Loan_payment,"2025-11-30 18:54:36",Online,26170.00,"Loan_payment transaction",INR
9512,153,Loan_payment,"2025-09-07 18:54:36",NEFT,19937.00,"Loan_payment transaction",INR
9513,314,Loan_payment,"2025-07-16 18:54:36",Online,44812.00,"Loan_payment transaction",INR
9514,182,Loan_payment,"2025-06-13 18:54:36",NEFT,42906.00,"Loan_payment transaction",INR
9515,371,Withdrawal,"2025-07-04 18:54:36",NEFT,42742.00,"Withdrawal transaction",INR
9516,41,Loan_payment,"2025-12-31 18:54:36",Online,63943.00,"Loan_payment transaction",INR
9517,391,Loan_payment,"2025-06-21 18:54:36",Cash,32624.00,"Loan_payment transaction",INR
9518,104,Transfer,"2025-03-27 18:54:36",Cheque,27995.00,"Transfer transaction",INR
9519,151,Transfer,"2025-09-06 18:54:36",ATM,14396.00,"Transfer transaction",INR
9520,98,Transfer,"2025-10-02 18:54:36",Cheque,85228.00,"Transfer transaction",INR
9521,101,Transfer,"2025-08-20 18:54:36",Cheque,9253.00,"Transfer transaction",INR
9522,192,Loan_payment,"2025-06-23 18:54:36",Cheque,83248.00,"Loan_payment transaction",INR
9523,21,Withdrawal,"2025-09-30 18:54:36",NEFT,30451.00,"Withdrawal transaction",INR
9524,88,Loan_payment,"2025-07-05 18:54:36",Cash,92112.00,"Loan_payment transaction",INR
9525,314,Withdrawal,"2026-02-14 18:54:36",Cash,92414.00,"Withdrawal transaction",INR
9526,402,Deposit,"2025-12-08 18:54:36",Online,82069.00,"Deposit transaction",INR
9527,108,Loan_payment,"2025-02-16 18:54:36",Cash,72775.00,"Loan_payment transaction",INR
9528,267,Deposit,"2025-12-20 18:54:36",Cash,21955.00,"Deposit transaction",INR
9529,167,Transfer,"2026-01-04 18:54:36",NEFT,54531.00,"Transfer transaction",INR
9530,326,Withdrawal,"2025-09-27 18:54:36",ATM,57084.00,"Withdrawal transaction",INR
9531,252,Withdrawal,"2025-03-11 18:54:36",NEFT,86134.00,"Withdrawal transaction",INR
9532,5,Withdrawal,"2025-09-21 18:54:36",ATM,26885.00,"Withdrawal transaction",INR
9533,17,Loan_payment,"2025-10-13 18:54:36",Cheque,501.00,"Loan_payment transaction",INR
9534,217,Withdrawal,"2025-08-04 18:54:36",NEFT,57986.00,"Withdrawal transaction",INR
9535,399,Deposit,"2025-04-09 18:54:36",NEFT,19447.00,"Deposit transaction",INR
9536,337,Deposit,"2025-10-26 18:54:36",ATM,49460.00,"Deposit transaction",INR
9537,204,Deposit,"2025-03-23 18:54:36",Cheque,53055.00,"Deposit transaction",INR
9538,267,Transfer,"2025-11-08 18:54:36",ATM,51416.00,"Transfer transaction",INR
9539,188,Loan_payment,"2025-04-08 18:54:36",NEFT,44016.00,"Loan_payment transaction",INR
9540,277,Loan_payment,"2025-08-27 18:54:36",Online,75201.00,"Loan_payment transaction",INR
9541,293,Withdrawal,"2025-08-05 18:54:36",ATM,10941.00,"Withdrawal transaction",INR
9542,162,Transfer,"2025-10-29 18:54:36",ATM,34905.00,"Transfer transaction",INR
9543,35,Withdrawal,"2025-10-03 18:54:36",Cheque,52690.00,"Withdrawal transaction",INR
9544,396,Withdrawal,"2025-05-30 18:54:36",NEFT,64894.00,"Withdrawal transaction",INR
9545,274,Transfer,"2025-04-20 18:54:36",Cash,14288.00,"Transfer transaction",INR
9546,217,Deposit,"2025-02-19 18:54:36",Cash,13362.00,"Deposit transaction",INR
9547,330,Transfer,"2025-11-12 18:54:36",Cash,99525.00,"Transfer transaction",INR
9548,111,Loan_payment,"2025-07-15 18:54:36",Cash,55106.00,"Loan_payment transaction",INR
9549,285,Deposit,"2025-05-24 18:54:36",Cash,65218.00,"Deposit transaction",INR
9550,185,Loan_payment,"2025-07-09 18:54:36",Cash,3543.00,"Loan_payment transaction",INR
9551,406,Withdrawal,"2025-02-25 18:54:36",NEFT,7126.00,"Withdrawal transaction",INR
9552,144,Loan_payment,"2025-06-03 18:54:36",Online,80547.00,"Loan_payment transaction",INR
9553,380,Transfer,"2025-07-02 18:54:36",Cheque,45338.00,"Transfer transaction",INR
9554,172,Transfer,"2026-01-10 18:54:36",Cash,19713.00,"Transfer transaction",INR
9555,135,Transfer,"2025-10-06 18:54:36",Cheque,32672.00,"Transfer transaction",INR
9556,8,Loan_payment,"2025-05-21 18:54:36",NEFT,1422.00,"Loan_payment transaction",INR
9557,360,Loan_payment,"2025-11-09 18:54:36",Cash,10163.00,"Loan_payment transaction",INR
9558,316,Transfer,"2025-09-17 18:54:36",Online,99470.00,"Transfer transaction",INR
9559,232,Deposit,"2025-11-13 18:54:36",ATM,54936.00,"Deposit transaction",INR
9560,87,Transfer,"2025-02-19 18:54:36",NEFT,27424.00,"Transfer transaction",INR
9561,179,Transfer,"2025-12-14 18:54:36",ATM,18803.00,"Transfer transaction",INR
9562,8,Loan_payment,"2026-01-05 18:54:36",Cheque,57336.00,"Loan_payment transaction",INR
9563,265,Withdrawal,"2026-01-27 18:54:36",Cheque,85401.00,"Withdrawal transaction",INR
9564,244,Deposit,"2026-02-11 18:54:36",Cheque,77701.00,"Deposit transaction",INR
9565,95,Loan_payment,"2025-04-25 18:54:36",NEFT,10716.00,"Loan_payment transaction",INR
9566,195,Deposit,"2025-05-10 18:54:36",NEFT,90126.00,"Deposit transaction",INR
9567,166,Deposit,"2025-04-13 18:54:36",Cash,68752.00,"Deposit transaction",INR
9568,368,Loan_payment,"2025-07-17 18:54:36",Online,89434.00,"Loan_payment transaction",INR
9569,286,Withdrawal,"2025-10-14 18:54:36",NEFT,69312.00,"Withdrawal transaction",INR
9570,408,Withdrawal,"2025-10-07 18:54:36",ATM,88564.00,"Withdrawal transaction",INR
9571,208,Transfer,"2025-05-10 18:54:36",NEFT,43190.00,"Transfer transaction",INR
9572,7,Loan_payment,"2025-10-20 18:54:36",ATM,77270.00,"Loan_payment transaction",INR
9573,147,Loan_payment,"2025-11-09 18:54:36",Cheque,79581.00,"Loan_payment transaction",INR
9574,302,Loan_payment,"2025-12-25 18:54:36",Cash,82154.00,"Loan_payment transaction",INR
9575,62,Deposit,"2025-10-22 18:54:36",ATM,32013.00,"Deposit transaction",INR
9576,142,Transfer,"2025-06-15 18:54:36",Cheque,74917.00,"Transfer transaction",INR
9577,102,Withdrawal,"2025-09-16 18:54:36",Cash,22052.00,"Withdrawal transaction",INR
9578,333,Withdrawal,"2025-03-18 18:54:36",ATM,75622.00,"Withdrawal transaction",INR
9579,311,Transfer,"2025-07-26 18:54:36",Online,98702.00,"Transfer transaction",INR
9580,81,Loan_payment,"2025-06-09 18:54:36",ATM,30357.00,"Loan_payment transaction",INR
9581,153,Loan_payment,"2025-10-06 18:54:36",Online,77522.00,"Loan_payment transaction",INR
9582,80,Loan_payment,"2025-05-23 18:54:36",Online,87771.00,"Loan_payment transaction",INR
9583,152,Deposit,"2026-01-18 18:54:36",Cheque,62452.00,"Deposit transaction",INR
9584,291,Deposit,"2025-06-13 18:54:36",Cheque,26355.00,"Deposit transaction",INR
9585,251,Deposit,"2025-04-20 18:54:36",ATM,98566.00,"Deposit transaction",INR
9586,90,Withdrawal,"2025-06-30 18:54:36",NEFT,59952.00,"Withdrawal transaction",INR
9587,143,Deposit,"2025-03-27 18:54:36",Cash,82673.00,"Deposit transaction",INR
9588,136,Loan_payment,"2025-09-15 18:54:36",Cash,95641.00,"Loan_payment transaction",INR
9589,246,Transfer,"2025-11-18 18:54:36",Online,69882.00,"Transfer transaction",INR
9590,326,Transfer,"2026-01-07 18:54:36",Cheque,19130.00,"Transfer transaction",INR
9591,171,Withdrawal,"2025-04-25 18:54:36",Cash,73747.00,"Withdrawal transaction",INR
9592,396,Loan_payment,"2025-07-30 18:54:36",NEFT,33291.00,"Loan_payment transaction",INR
9593,322,Loan_payment,"2025-09-01 18:54:36",Cheque,22993.00,"Loan_payment transaction",INR
9594,61,Withdrawal,"2025-05-17 18:54:36",ATM,36509.00,"Withdrawal transaction",INR
