history_id,customer_id,branch_id,account_id,transaction_type,transaction_amount,opening_balance,closing_balance,transaction_date,transaction_mode,currency
7379,114,47,192,Transfer,66128.82,0.00,0.00,"2024-03-06 15:24:00",NEFT,INR
7380,132,12,319,Deposit,68532.63,0.00,68532.63,"2025-09-26 16:51:11",Cheque,INR
7381,26,19,275,Withdrawal,43381.38,0.00,0.00,"2024-05-12 23:09:56",Online,INR
7382,144,33,64,Transfer,14774.20,114699.01,99924.81,"2025-04-18 14:41:39",Cash,INR
7383,71,12,222,Withdrawal,45725.69,0.00,0.00,"2024-08-27 03:33:19",Cheque,INR
7384,289,24,285,Loan_payment,43390.17,0.00,0.00,"2025-10-23 08:14:11",Cash,INR
7385,213,18,35,Transfer,70232.00,0.00,0.00,"2025-07-23 01:31:24",Online,INR
7386,61,30,296,Loan_payment,87860.25,22336.39,0.00,"2024-10-17 09:00:49",ATM,INR
7387,296,1,2,Loan_payment,14744.15,0.00,0.00,"2025-11-08 04:32:08",Cheque,INR
7388,164,19,334,Loan_payment,80956.56,0.00,0.00,"2024-07-18 06:54:47",NEFT,INR
7389,188,22,43,Transfer,29649.22,117313.16,87663.94,"2024-12-31 19:27:47",Cash,INR
7390,240,7,251,Deposit,83187.53,120087.49,203275.02,"2025-06-03 23:52:26",Online,INR
7391,121,4,303,Loan_payment,38623.46,0.00,0.00,"2025-08-03 01:28:13",ATM,INR
7392,197,40,178,Transfer,82217.17,0.00,0.00,"2024-08-15 00:51:12",ATM,INR
7393,87,19,135,Loan_payment,30721.00,0.00,0.00,"2025-11-10 15:49:09",NEFT,INR
7394,149,16,130,Withdrawal,60109.76,73508.05,13398.29,"2025-01-06 18:11:40",Online,INR
7395,87,39,176,Loan_payment,36341.67,0.00,0.00,"2025-11-14 10:45:30",ATM,INR
7396,42,14,125,Transfer,46660.80,51111.43,4450.63,"2024-04-15 00:26:03",Cheque,INR
7397,128,24,284,Loan_payment,69988.44,146372.76,76384.32,"2025-07-23 02:34:39",NEFT,INR
7398,75,16,130,Loan_payment,79925.46,13398.29,0.00,"2025-03-05 17:08:31",ATM,INR
7399,173,28,351,Deposit,4760.75,60193.55,64954.30,"2024-11-18 22:53:37",Cheque,INR
7400,154,35,68,Loan_payment,66058.86,156722.16,90663.30,"2024-05-17 04:14:40",Cheque,INR
7401,239,8,114,Withdrawal,45375.80,0.00,0.00,"2025-01-15 04:22:15",NEFT,INR
7402,160,5,109,Transfer,22363.35,43104.80,20741.45,"2024-04-10 21:39:36",Online,INR
7403,34,10,416,Deposit,86723.21,34869.09,121592.30,"2025-05-20 23:43:43",Online,INR
7404,1,31,60,Withdrawal,44067.44,0.00,0.00,"2025-01-02 08:59:56",Cheque,INR
7405,97,46,91,Loan_payment,79214.79,0.00,0.00,"2024-07-09 08:27:12",Online,INR
7406,202,9,413,Deposit,70456.79,0.00,70456.79,"2025-04-15 17:28:06",Online,INR
7407,272,25,148,Loan_payment,82742.17,0.00,0.00,"2024-12-07 05:18:54",Cheque,INR
7408,226,9,314,Loan_payment,74379.85,0.00,0.00,"2025-02-27 22:15:27",Online,INR
7409,233,45,386,Withdrawal,52192.00,0.00,0.00,"2024-10-21 13:50:29",ATM,INR
7410,180,30,58,Loan_payment,75218.48,48087.70,0.00,"2025-08-18 17:55:24",Cheque,INR
7411,284,25,287,Loan_payment,22180.25,30821.14,8640.89,"2025-01-07 00:28:19",Online,INR
7412,39,43,381,Transfer,69070.12,36406.74,0.00,"2024-08-04 12:21:13",Cheque,INR
7413,230,17,232,Deposit,89742.31,0.00,89742.31,"2025-11-01 17:13:55",ATM,INR
7414,13,16,328,Deposit,28536.94,70518.01,99054.95,"2025-11-21 15:50:17",Online,INR
7415,43,10,217,Deposit,83848.83,0.00,83848.83,"2025-10-28 23:20:51",NEFT,INR
7416,91,38,173,Withdrawal,284.20,0.00,0.00,"2025-01-05 18:11:36",Cash,INR
7417,198,24,344,Deposit,11749.10,0.00,11749.10,"2024-07-23 12:17:52",NEFT,INR
7418,77,1,2,Withdrawal,9843.26,0.00,0.00,"2025-02-11 04:28:48",Cash,INR
7419,185,32,162,Transfer,71910.99,0.00,0.00,"2025-04-21 15:03:19",Online,INR
7420,149,8,311,Withdrawal,31745.64,46488.63,14742.99,"2025-12-24 07:19:39",Online,INR
7421,92,5,208,Deposit,38357.88,103439.73,141797.61,"2024-09-01 08:37:03",ATM,INR
7422,311,5,207,Transfer,242.68,0.00,0.00,"2025-12-19 09:42:24",ATM,INR
7423,99,39,77,Loan_payment,31923.62,49658.35,17734.73,"2024-07-15 21:09:04",ATM,INR
7424,50,40,177,Withdrawal,2923.80,49317.86,46394.06,"2025-03-23 03:26:42",NEFT,INR
7425,252,37,369,Deposit,44177.55,147214.76,191392.31,"2024-11-14 16:27:15",ATM,INR
7426,75,22,339,Loan_payment,27920.23,67184.10,39263.87,"2024-03-04 22:49:17",Cash,INR
7427,236,8,311,Transfer,37947.07,14742.99,0.00,"2024-04-30 05:26:33",Cash,INR
7428,108,4,205,Deposit,88336.69,0.00,88336.69,"2024-11-06 05:19:54",Online,INR
7429,212,28,351,Loan_payment,55745.49,64954.30,9208.81,"2025-07-04 16:30:30",Online,INR
7430,178,45,188,Loan_payment,12909.67,0.00,0.00,"2025-09-12 15:33:52",Online,INR
7431,206,20,276,Transfer,4415.28,58466.23,54050.95,"2025-05-18 17:29:16",NEFT,INR
7432,133,5,10,Deposit,53214.01,76843.72,130057.73,"2025-03-30 10:50:55",Cash,INR
7433,35,19,275,Deposit,40898.88,0.00,40898.88,"2024-08-26 07:24:04",Cash,INR
7434,174,20,276,Withdrawal,41163.25,54050.95,12887.70,"2024-05-27 22:06:42",Cash,INR
7435,173,41,81,Transfer,6927.14,0.00,0.00,"2025-05-07 17:24:53",ATM,INR
7436,28,14,225,Withdrawal,64663.87,0.00,0.00,"2024-04-14 10:28:03",Online,INR
7437,222,19,38,Loan_payment,43440.14,0.00,0.00,"2025-01-10 07:51:21",NEFT,INR
7438,78,23,283,Loan_payment,1836.99,0.00,0.00,"2025-03-14 06:53:40",Online,INR
7439,194,5,108,Deposit,33387.68,0.00,33387.68,"2025-01-22 13:08:05",ATM,INR
7440,11,34,166,Withdrawal,19211.45,0.00,0.00,"2025-02-27 18:26:52",Online,INR
7441,270,41,378,Withdrawal,49300.19,1903.44,0.00,"2024-12-26 04:18:56",ATM,INR
7442,63,13,321,Deposit,65377.58,0.00,65377.58,"2025-02-19 07:58:01",Cash,INR
7443,310,15,325,Deposit,72160.67,78312.80,150473.47,"2025-09-14 15:37:10",Online,INR
7444,295,49,97,Deposit,22178.26,129044.95,151223.21,"2025-04-08 09:44:28",Cheque,INR
7445,195,36,71,Transfer,30765.87,0.00,0.00,"2026-01-23 03:34:27",NEFT,INR
7446,106,37,73,Loan_payment,29768.23,252615.61,222847.38,"2025-12-14 10:56:23",Cash,INR
7447,11,18,272,Deposit,54690.47,0.00,54690.47,"2025-04-04 08:26:11",NEFT,INR
7448,279,12,222,Loan_payment,67860.44,0.00,0.00,"2024-12-05 17:52:10",ATM,INR
7449,43,1,397,Loan_payment,72207.59,0.00,0.00,"2024-11-26 15:24:07",Online,INR
7450,303,17,270,Deposit,79485.52,0.00,79485.52,"2024-03-06 05:10:11",Online,INR
7451,306,13,224,Loan_payment,41725.57,16855.29,0.00,"2025-12-25 23:37:13",ATM,INR
7452,295,37,172,Withdrawal,71119.64,98.81,0.00,"2025-04-22 16:09:44",NEFT,INR
7453,163,17,34,Withdrawal,47276.59,0.00,0.00,"2025-11-23 23:39:15",Online,INR
7454,186,19,334,Withdrawal,38725.21,0.00,0.00,"2025-07-09 05:12:20",Cheque,INR
7455,205,5,108,Transfer,58308.62,33387.68,0.00,"2025-03-12 09:32:33",NEFT,INR
7456,291,17,330,Deposit,52925.23,56691.05,109616.28,"2025-12-29 13:37:27",NEFT,INR
7457,63,11,220,Transfer,53154.44,0.00,0.00,"2025-12-30 13:32:05",ATM,INR
7458,151,46,387,Deposit,28740.69,114319.93,143060.62,"2025-07-30 09:14:58",Cash,INR
7459,245,21,42,Withdrawal,17262.84,49323.66,32060.82,"2024-04-27 22:59:09",Cash,INR
7460,268,33,164,Transfer,13245.52,0.00,0.00,"2025-04-08 16:14:03",ATM,INR
7461,21,40,78,Transfer,28307.68,144758.45,116450.77,"2026-01-23 05:58:12",Online,INR
7462,150,6,210,Deposit,32529.53,33512.19,66041.72,"2024-07-28 19:39:54",Cheque,INR
7463,219,31,159,Deposit,13745.19,62425.57,76170.76,"2025-06-13 05:08:01",Cash,INR
7464,177,15,227,Deposit,21888.67,0.00,21888.67,"2024-03-13 02:34:34",Cash,INR
7465,306,45,89,Loan_payment,15780.59,42096.68,26316.09,"2025-07-16 22:49:18",Cash,INR
7466,105,37,72,Loan_payment,30946.55,144151.47,113204.92,"2025-06-16 15:11:01",Cash,INR
7467,233,2,4,Deposit,11704.31,195492.56,207196.87,"2025-07-14 02:33:33",Cash,INR
7468,123,50,197,Withdrawal,57639.73,118395.06,60755.33,"2025-11-24 15:53:31",ATM,INR
7469,60,46,387,Transfer,70102.69,143060.62,72957.93,"2025-11-17 06:01:15",Cheque,INR
7470,73,19,136,Deposit,16768.53,0.00,16768.53,"2024-03-10 06:30:42",NEFT,INR
7471,82,24,145,Transfer,51159.65,0.00,0.00,"2024-12-26 03:01:39",Online,INR
7472,183,6,209,Withdrawal,20501.33,31602.09,11100.76,"2025-06-15 23:57:50",Cheque,INR
7473,197,25,148,Withdrawal,39624.98,0.00,0.00,"2025-11-09 08:21:44",ATM,INR
7474,20,3,402,Transfer,47229.46,71313.02,24083.56,"2024-06-17 14:26:27",NEFT,INR
7475,265,28,352,Loan_payment,41210.54,0.00,0.00,"2024-09-20 03:35:30",NEFT,INR
7476,96,13,262,Deposit,18359.04,95865.03,114224.07,"2025-12-16 19:46:26",Cheque,INR
7477,124,43,84,Deposit,88649.28,0.00,88649.28,"2025-06-06 18:52:59",Online,INR
7478,210,16,130,Loan_payment,56578.43,0.00,0.00,"2025-08-22 07:53:30",ATM,INR
7479,282,19,334,Deposit,39260.75,0.00,39260.75,"2025-12-17 02:15:01",Cash,INR
7480,244,10,118,Withdrawal,36740.99,141897.79,105156.80,"2026-01-10 00:56:41",Cheque,INR
7481,235,25,147,Transfer,65751.59,0.00,0.00,"2024-09-05 10:56:26",NEFT,INR
7482,98,9,313,Transfer,59285.34,0.00,0.00,"2025-12-20 09:49:54",Cash,INR
7483,54,39,374,Loan_payment,81103.85,168404.73,87300.88,"2024-12-31 02:51:57",Cheque,INR
7484,281,48,194,Transfer,12580.21,44514.39,31934.18,"2024-08-07 09:41:14",ATM,INR
7485,102,22,142,Deposit,75794.88,56337.37,132132.25,"2024-05-03 22:03:24",Online,INR
7486,67,10,118,Deposit,37851.51,105156.80,143008.31,"2024-07-10 17:18:20",Cash,INR
7487,220,22,340,Withdrawal,23129.07,0.00,0.00,"2024-10-28 11:27:49",NEFT,INR
7488,170,32,360,Withdrawal,38153.86,0.00,0.00,"2025-10-09 14:31:48",NEFT,INR
7489,127,22,141,Loan_payment,47258.94,102712.51,55453.57,"2024-11-18 12:49:28",NEFT,INR
7490,245,33,164,Deposit,43528.24,0.00,43528.24,"2024-04-19 02:51:55",Cash,INR
7491,193,14,125,Deposit,26241.14,4450.63,30691.77,"2024-08-18 20:05:50",NEFT,INR
7492,113,15,326,Deposit,79030.51,146662.13,225692.64,"2025-08-02 17:45:40",ATM,INR
7493,171,23,341,Withdrawal,207.99,0.00,0.00,"2024-05-05 10:35:33",Cash,INR
7494,267,28,352,Loan_payment,63827.27,0.00,0.00,"2025-09-17 21:54:49",Cash,INR
7495,212,6,408,Deposit,54267.59,78808.06,133075.65,"2025-09-07 07:48:10",Cheque,INR
7496,97,23,45,Deposit,49194.45,181401.80,230596.25,"2025-07-09 20:27:40",NEFT,INR
7497,294,25,286,Loan_payment,74497.25,44328.37,0.00,"2026-01-01 19:56:14",Cheque,INR
7498,102,10,218,Deposit,37502.07,0.00,37502.07,"2024-07-18 16:08:34",Online,INR
7499,221,16,129,Loan_payment,33683.11,109383.46,75700.35,"2026-01-07 03:34:25",ATM,INR
7500,20,13,26,Deposit,456.08,0.00,456.08,"2025-09-30 22:04:36",Cheque,INR
7501,210,26,50,Deposit,30907.46,25957.03,56864.49,"2024-07-17 22:16:36",Cheque,INR
7502,231,8,114,Deposit,36950.21,0.00,36950.21,"2025-06-05 12:31:04",Online,INR
7503,56,27,349,Transfer,7725.33,0.00,0.00,"2026-02-02 19:05:59",Cash,INR
7504,174,15,127,Loan_payment,12897.44,0.00,0.00,"2025-03-23 19:45:20",Cash,INR
7505,197,1,398,Loan_payment,77189.67,0.00,0.00,"2024-04-02 02:45:25",Cash,INR
7506,49,39,76,Deposit,60033.64,0.00,60033.64,"2024-05-24 07:01:10",NEFT,INR
7507,227,42,83,Withdrawal,81375.28,0.00,0.00,"2025-07-05 19:12:34",Cash,INR
7508,120,45,385,Withdrawal,88257.64,0.00,0.00,"2025-12-12 12:15:45",Cheque,INR
7509,243,26,150,Transfer,52548.87,0.00,0.00,"2025-04-20 07:18:36",NEFT,INR
7510,287,47,389,Loan_payment,28725.83,0.00,0.00,"2026-01-26 04:49:35",NEFT,INR
7511,149,22,340,Transfer,7531.45,0.00,0.00,"2024-02-22 17:34:43",NEFT,INR
7512,119,34,165,Deposit,57042.15,24860.02,81902.17,"2024-04-17 16:38:12",Online,INR
7513,195,9,117,Transfer,50529.52,3779.51,0.00,"2026-01-22 11:17:02",NEFT,INR
7514,242,33,362,Loan_payment,1239.70,0.00,0.00,"2025-03-09 07:07:44",NEFT,INR
7515,63,4,8,Withdrawal,7530.89,0.00,0.00,"2024-10-07 03:42:05",Cheque,INR
7516,215,16,229,Withdrawal,14154.62,0.00,0.00,"2024-03-03 10:09:34",ATM,INR
7517,153,5,306,Loan_payment,31827.70,3175.99,0.00,"2025-04-29 22:29:37",Cash,INR
7518,267,2,102,Transfer,45606.86,0.00,0.00,"2025-05-20 07:33:46",ATM,INR
7519,54,42,380,Transfer,42527.54,29687.20,0.00,"2025-06-11 06:24:13",Cash,INR
7520,106,16,32,Deposit,30615.88,14870.93,45486.81,"2025-02-18 11:49:43",Cheque,INR
7521,200,10,118,Withdrawal,54610.06,143008.31,88398.25,"2025-10-07 01:51:02",Cheque,INR
7522,129,27,349,Withdrawal,57315.91,0.00,0.00,"2024-02-16 02:27:01",Cheque,INR
7523,73,7,309,Withdrawal,27371.84,0.00,0.00,"2024-03-17 21:32:05",NEFT,INR
7524,36,25,49,Deposit,25581.20,158766.84,184348.04,"2024-05-21 11:52:51",Cash,INR
7525,230,5,305,Loan_payment,48683.49,0.00,0.00,"2025-04-29 09:41:19",Cash,INR
7526,311,42,379,Loan_payment,33350.09,0.00,0.00,"2025-05-18 18:40:04",NEFT,INR
7527,210,38,75,Transfer,78254.05,15742.34,0.00,"2025-02-15 21:57:07",ATM,INR
7528,48,43,183,Withdrawal,69796.41,168502.51,98706.10,"2025-02-05 05:40:40",Online,INR
7529,248,5,247,Withdrawal,44823.42,16948.13,0.00,"2024-05-15 21:50:32",NEFT,INR
7530,28,3,401,Transfer,57064.56,0.00,0.00,"2025-04-22 03:30:07",NEFT,INR
7531,159,1,199,Loan_payment,10822.99,77180.90,66357.91,"2024-04-29 03:59:34",NEFT,INR
7532,213,12,123,Transfer,41655.16,8878.76,0.00,"2024-09-06 05:56:02",NEFT,INR
7533,313,28,153,Withdrawal,58865.45,0.00,0.00,"2025-11-26 14:37:20",Cheque,INR
7534,81,36,169,Deposit,30593.84,189984.04,220577.88,"2024-09-19 11:22:24",Cheque,INR
7535,51,28,352,Deposit,43894.95,0.00,43894.95,"2025-02-04 02:01:47",ATM,INR
7536,48,1,199,Withdrawal,50934.08,66357.91,15423.83,"2024-04-09 22:54:42",NEFT,INR
7537,4,39,76,Loan_payment,69210.04,60033.64,0.00,"2024-11-16 19:13:38",Online,INR
7538,224,3,204,Deposit,40828.68,0.00,40828.68,"2025-04-27 15:03:19",NEFT,INR
7539,165,6,408,Transfer,66800.48,133075.65,66275.17,"2025-11-14 09:39:03",Online,INR
7540,54,49,96,Transfer,49758.70,0.00,0.00,"2025-10-28 02:01:52",NEFT,INR
7541,19,48,94,Transfer,24807.32,40228.07,15420.75,"2024-06-27 06:54:41",Cash,INR
7542,222,29,155,Loan_payment,7076.27,12008.72,4932.45,"2025-07-10 06:27:30",Cheque,INR
7543,174,18,35,Deposit,55642.06,0.00,55642.06,"2024-04-23 16:42:28",Cash,INR
7544,79,15,228,Loan_payment,14546.81,0.00,0.00,"2024-10-03 22:38:22",ATM,INR
7545,281,9,216,Loan_payment,75571.03,0.00,0.00,"2025-03-15 18:34:28",Cheque,INR
7546,101,30,356,Deposit,29741.36,108354.93,138096.29,"2025-12-30 07:27:19",Cash,INR
7547,190,13,124,Transfer,68561.20,0.00,0.00,"2024-11-20 19:11:32",Cash,INR
7548,264,16,129,Deposit,19463.19,75700.35,95163.54,"2025-03-21 14:44:51",Online,INR
7549,281,40,177,Withdrawal,39005.57,46394.06,7388.49,"2024-11-27 17:54:16",Online,INR
7550,164,43,183,Transfer,89203.61,98706.10,9502.49,"2025-09-16 01:42:19",NEFT,INR
7551,161,20,138,Deposit,37941.00,0.00,37941.00,"2025-09-30 16:50:08",Cheque,INR
7552,15,43,85,Deposit,3518.26,0.00,3518.26,"2025-11-18 11:05:59",Cheque,INR
7553,154,2,299,Loan_payment,79053.17,0.00,0.00,"2024-03-28 02:35:41",Cash,INR
7554,177,9,215,Deposit,3118.10,0.00,3118.10,"2024-11-11 01:23:45",Online,INR
7555,292,46,388,Withdrawal,12063.04,0.00,0.00,"2024-04-16 04:11:22",Cheque,INR
7556,170,10,315,Withdrawal,12608.06,106360.48,93752.42,"2025-12-19 23:39:19",NEFT,INR
7557,263,34,364,Transfer,33357.12,6335.93,0.00,"2024-03-09 17:46:40",Cheque,INR
7558,308,10,416,Transfer,5355.53,121592.30,116236.77,"2024-02-29 17:43:23",ATM,INR
7559,81,20,237,Deposit,23379.82,0.00,23379.82,"2024-11-02 10:16:01",Online,INR
7560,192,19,37,Withdrawal,55510.46,19163.13,0.00,"2024-09-18 16:16:18",ATM,INR
7561,44,9,314,Withdrawal,77384.76,0.00,0.00,"2024-11-15 13:53:46",Cheque,INR
7562,167,50,197,Deposit,6891.87,60755.33,67647.20,"2025-11-11 10:44:23",Cash,INR
7563,83,13,26,Withdrawal,76140.58,456.08,0.00,"2025-12-29 19:45:26",Cheque,INR
7564,301,36,70,Transfer,67555.56,40082.61,0.00,"2025-03-16 01:51:09",ATM,INR
7565,258,4,206,Withdrawal,27819.66,42645.65,14825.99,"2024-07-12 01:56:30",NEFT,INR
7566,28,26,51,Withdrawal,37756.36,54550.45,16794.09,"2025-10-11 14:31:49",NEFT,INR
7567,54,11,121,Withdrawal,27623.23,102397.47,74774.24,"2024-04-27 14:15:32",Online,INR
7568,157,49,394,Loan_payment,8426.18,35783.16,27356.98,"2025-03-20 23:36:04",ATM,INR
7569,185,6,110,Withdrawal,51541.95,65237.44,13695.49,"2024-06-06 12:04:47",ATM,INR
7570,78,28,351,Deposit,2670.71,9208.81,11879.52,"2025-02-19 09:26:02",NEFT,INR
7571,107,34,364,Transfer,73053.18,0.00,0.00,"2026-01-22 17:33:35",Cash,INR
7572,220,26,347,Deposit,20728.95,0.00,20728.95,"2025-06-04 01:16:09",NEFT,INR
7573,228,1,298,Withdrawal,55916.45,0.00,0.00,"2025-02-05 16:58:47",Cash,INR
7574,182,19,38,Deposit,16771.27,0.00,16771.27,"2024-03-19 05:13:29",Cheque,INR
7575,243,26,51,Transfer,18294.92,16794.09,0.00,"2025-09-02 12:57:11",Online,INR
7576,63,39,374,Loan_payment,12955.62,87300.88,74345.26,"2024-05-02 01:32:36",ATM,INR
7577,181,1,101,Loan_payment,8306.19,0.00,0.00,"2026-01-06 23:48:04",Cash,INR
7578,266,18,36,Transfer,43589.89,5512.72,0.00,"2025-04-27 13:35:15",Cash,INR
7579,144,3,105,Transfer,25125.61,0.00,0.00,"2024-03-07 00:12:59",Online,INR
7580,131,22,339,Loan_payment,17664.29,39263.87,21599.58,"2025-05-16 07:21:52",Online,INR
7581,55,3,302,Deposit,31787.18,142634.69,174421.87,"2025-11-18 13:22:14",Online,INR
7582,175,36,368,Withdrawal,39263.51,331186.84,291923.33,"2024-09-15 05:04:41",Online,INR
7583,193,4,303,Transfer,46294.88,0.00,0.00,"2024-09-07 01:07:27",Cheque,INR
7584,311,37,73,Loan_payment,63045.05,222847.38,159802.33,"2025-08-24 02:45:29",Online,INR
7585,104,6,11,Loan_payment,43772.40,0.00,0.00,"2025-11-01 06:53:40",Cash,INR
7586,139,22,281,Loan_payment,86361.44,41429.34,0.00,"2025-03-13 10:50:50",Online,INR
7587,168,9,314,Deposit,31704.10,0.00,31704.10,"2025-03-17 05:48:20",ATM,INR
7588,203,28,292,Deposit,39437.31,49241.24,88678.55,"2025-06-16 08:47:54",ATM,INR
7589,233,20,335,Transfer,32208.74,0.00,0.00,"2025-11-13 13:28:41",Cheque,INR
7590,243,4,7,Deposit,34778.98,162456.92,197235.90,"2025-09-28 19:25:42",NEFT,INR
7591,58,6,307,Withdrawal,16949.84,0.00,0.00,"2025-01-17 03:03:53",Cash,INR
7592,304,47,192,Withdrawal,34490.50,0.00,0.00,"2024-09-09 10:01:50",Cash,INR
7593,292,4,244,Loan_payment,79802.66,14844.53,0.00,"2024-10-10 17:33:40",Cheque,INR
7594,192,43,84,Deposit,80852.13,88649.28,169501.41,"2024-12-20 04:15:40",ATM,INR
7595,122,33,164,Deposit,70583.13,43528.24,114111.37,"2024-12-24 12:49:36",ATM,INR
7596,184,3,203,Transfer,10780.19,8828.94,0.00,"2024-07-06 16:57:47",Online,INR
7597,199,6,249,Withdrawal,61560.42,0.00,0.00,"2024-06-26 01:47:47",Online,INR
7598,109,27,52,Transfer,42795.36,0.00,0.00,"2024-10-02 00:57:48",Cheque,INR
7599,102,39,176,Deposit,53283.44,0.00,53283.44,"2024-12-17 03:56:16",Cash,INR
7600,122,10,20,Loan_payment,17308.13,0.00,0.00,"2024-03-04 07:37:09",Cheque,INR
7601,163,2,4,Loan_payment,47720.99,207196.87,159475.88,"2025-05-12 07:27:19",Cash,INR
7602,43,20,137,Withdrawal,77044.21,32477.81,0.00,"2025-12-09 21:13:23",Cheque,INR
7603,167,12,260,Transfer,86227.61,0.00,0.00,"2024-09-06 17:31:22",Cheque,INR
7604,107,44,384,Withdrawal,45983.31,172606.42,126623.11,"2024-12-17 09:09:37",Cheque,INR
7605,313,8,311,Loan_payment,72873.07,0.00,0.00,"2025-08-29 17:58:38",Cheque,INR
7606,279,5,208,Deposit,40945.08,141797.61,182742.69,"2025-12-18 00:57:41",ATM,INR
7607,66,4,404,Withdrawal,82840.57,0.00,0.00,"2024-12-27 01:42:16",Cash,INR
7608,173,42,181,Deposit,37335.24,122006.09,159341.33,"2025-01-24 09:26:01",Cash,INR
7609,204,1,398,Withdrawal,34144.73,0.00,0.00,"2025-10-17 16:56:40",Cheque,INR
7610,63,43,381,Transfer,14120.68,0.00,0.00,"2024-09-26 00:55:36",Cash,INR
7611,56,22,339,Withdrawal,65442.39,21599.58,0.00,"2025-10-11 16:54:30",Cash,INR
7612,67,27,53,Transfer,14871.67,143431.41,128559.74,"2025-07-11 00:08:39",Cash,INR
7613,308,28,154,Withdrawal,17597.72,36737.83,19140.11,"2025-08-18 15:32:42",NEFT,INR
7614,159,20,137,Deposit,56172.04,0.00,56172.04,"2025-01-19 19:26:47",Cash,INR
7615,282,22,44,Deposit,34480.16,23397.73,57877.89,"2025-05-08 18:47:34",Cash,INR
7616,98,43,85,Withdrawal,31266.60,3518.26,0.00,"2024-04-11 13:07:52",NEFT,INR
7617,169,16,129,Deposit,60231.13,95163.54,155394.67,"2025-02-03 13:19:54",NEFT,INR
7618,254,23,341,Withdrawal,71980.52,0.00,0.00,"2024-06-04 20:42:58",Cash,INR
7619,249,9,314,Withdrawal,10836.20,31704.10,20867.90,"2024-11-27 16:36:58",ATM,INR
7620,161,25,286,Withdrawal,18494.52,0.00,0.00,"2025-04-13 11:11:27",Online,INR
7621,186,41,179,Deposit,5892.76,116024.72,121917.48,"2024-08-24 12:17:58",NEFT,INR
7622,167,41,81,Loan_payment,26194.72,0.00,0.00,"2024-07-24 00:50:06",Cheque,INR
7623,90,42,380,Withdrawal,51298.46,0.00,0.00,"2025-10-16 02:07:14",Online,INR
7624,202,16,32,Loan_payment,19335.29,45486.81,26151.52,"2024-02-19 07:40:24",Cash,INR
7625,84,24,47,Loan_payment,84325.44,0.00,0.00,"2024-08-11 23:37:10",NEFT,INR
7626,89,25,287,Withdrawal,71011.77,8640.89,0.00,"2025-09-22 15:33:52",Cheque,INR
7627,154,15,128,Deposit,42643.66,289771.43,332415.09,"2024-08-09 09:36:54",Cheque,INR
7628,120,9,255,Deposit,33080.20,0.00,33080.20,"2024-07-11 21:05:45",Cheque,INR
7629,298,18,35,Withdrawal,32065.04,55642.06,23577.02,"2026-01-04 05:56:01",Cheque,INR
7630,38,47,92,Transfer,35387.61,0.00,0.00,"2025-06-29 09:03:04",NEFT,INR
7631,287,39,76,Loan_payment,47475.45,0.00,0.00,"2025-08-25 14:20:51",Online,INR
7632,134,16,230,Withdrawal,53378.22,104845.22,51467.00,"2025-09-18 06:38:26",NEFT,INR
7633,141,20,335,Loan_payment,51026.91,0.00,0.00,"2024-10-01 17:37:54",Cheque,INR
7634,32,36,368,Loan_payment,45407.17,291923.33,246516.16,"2024-02-23 10:13:47",Cash,INR
7635,274,11,318,Transfer,25486.97,93015.22,67528.25,"2025-11-12 19:36:40",Cash,INR
7636,134,3,401,Loan_payment,51815.75,0.00,0.00,"2026-01-11 12:24:32",ATM,INR
7637,7,12,23,Withdrawal,82141.61,44464.33,0.00,"2025-09-15 07:54:37",ATM,INR
7638,13,2,299,Transfer,50357.07,0.00,0.00,"2025-11-09 23:33:49",NEFT,INR
7639,257,29,155,Loan_payment,39177.92,4932.45,0.00,"2024-09-07 07:20:47",Online,INR
7640,252,10,316,Deposit,65253.03,0.00,65253.03,"2025-11-03 12:16:44",Cash,INR
7641,16,7,310,Withdrawal,43340.27,0.00,0.00,"2025-01-22 05:29:47",Cheque,INR
7642,218,29,295,Loan_payment,36630.93,0.00,0.00,"2025-10-05 16:53:23",ATM,INR
7643,77,25,286,Withdrawal,84024.56,0.00,0.00,"2025-09-20 05:27:39",Cash,INR
7644,30,6,408,Deposit,43665.42,66275.17,109940.59,"2024-04-08 04:10:15",Online,INR
7645,301,31,61,Deposit,71534.46,8035.70,79570.16,"2026-01-26 17:40:05",NEFT,INR
7646,205,7,14,Deposit,45634.06,0.00,45634.06,"2024-03-18 06:26:26",Cash,INR
7647,81,28,153,Withdrawal,41107.10,0.00,0.00,"2025-06-03 09:53:16",ATM,INR
7648,232,26,348,Transfer,61769.83,0.00,0.00,"2025-01-19 14:30:42",NEFT,INR
7649,50,31,160,Deposit,15912.63,0.00,15912.63,"2025-02-22 22:07:53",Cash,INR
7650,181,21,278,Withdrawal,87814.27,63305.83,0.00,"2024-02-29 23:59:57",ATM,INR
7651,172,4,205,Withdrawal,20718.44,88336.69,67618.25,"2025-01-21 23:17:30",Online,INR
7652,175,23,341,Transfer,78628.96,0.00,0.00,"2025-06-27 23:55:40",Cash,INR
7653,176,7,309,Loan_payment,21472.27,0.00,0.00,"2024-11-25 08:52:22",Cash,INR
7654,229,24,284,Withdrawal,15356.45,76384.32,61027.87,"2024-09-20 00:54:33",Cash,INR
7655,249,18,273,Transfer,85786.77,0.00,0.00,"2024-04-17 17:52:13",NEFT,INR
